non inappropriate,0,0.55,user_0000045_sexuality_threesome_00010_u.jpg
inappropriate,1,0.68,user_0000655_self-harm_rope_00010_u.jpg
inappropriate,1,0.62,user_0000085_harassment_emotional_blackmail_00010_u.jpg
inappropriate,1,0.94,user_0000584_shocking_eerie_00010_u.jpg
inappropriate,1,0.88,user_0000199_shocking_satanic_00010_u.jpg
non inappropriate,0,0.96,user_0000199_sexuality_licking_00010_u.jpg
non inappropriate,0,0.93,user_0000199_harassment_anti-semitism_00010_u.jpg
inappropriate,1,0.59,user_0000805_harassment_anti-semitism_00010_u.jpg
inappropriate,1,0.63,user_0000032_shocking_cemetery_00010_u.jpg
inappropriate,1,0.78,user_0000568_hate_hippo_00010_u.jpg
inappropriate,1,0.71,user_0000392_shocking_hell_00010_u.jpg
inappropriate,1,0.61,user_0000194_sexuality_cunt_00010_u.jpg
inappropriate,1,0.63,user_0000381_hate_tree_hugger_00010_u.jpg
non inappropriate,0,0.56,user_0000045_propaganda_false_flag_00010_u.jpg
non inappropriate,0,1.00,user_0000069_propaganda_fearmongering_00010_u.jpg
inappropriate,1,0.63,user_0000199_violence_stab_00010_u.jpg
non inappropriate,0,0.79,user_0000490_hate_spook_00010_u.jpg
non inappropriate,0,0.96,user_0000238_violence_lynching_00010_u.jpg
inappropriate,1,0.97,user_0000662_violence_verbal_abuse_00010_u.jpg
inappropriate,1,0.91,user_0000584_self-harm_drowning_00010_u.jpg
inappropriate,1,0.69,user_0000069_hate_coolie_00010_u.jpg
non inappropriate,0,0.99,user_0000572_self-harm_hopelessness_00010_u.jpg
inappropriate,1,0.75,user_0000923_sexuality_deepthroat_00010_u.jpg
inappropriate,1,0.77,user_0000238_propaganda_yellow_journalism_00010_u.jpg
inappropriate,1,0.75,user_0000542_harassment_online_threats_00010_u.jpg
non inappropriate,0,0.87,user_0000069_sexuality_dick_00010_u.jpg
non inappropriate,0,0.88,user_0000194_hate_gauge_pig_00010_u.jpg
inappropriate,1,0.93,user_0000655_shocking_unholy_00010_u.jpg
inappropriate,1,0.99,user_0000001_violence_extremism_00010_u.jpg
non inappropriate,0,0.99,user_0000542_hate_draft_dodger_00010_u.jpg
non inappropriate,0,0.99,user_0000101_hate_draft_dodger_00010_u.jpg
inappropriate,1,0.95,user_0000122_violence_i'll_kill_you_00010_u.jpg
non inappropriate,0,0.56,user_0000408_sexuality_slutty_00010_u.jpg
inappropriate,1,0.95,user_0000408_shocking_bloodsoaked_00010_u.jpg
inappropriate,1,0.97,user_0000798_propaganda_official_narrative_00010_u.jpg
inappropriate,1,0.98,user_0000923_violence_extremism_00010_u.jpg
inappropriate,1,0.71,user_0000029_violence_rape_00010_u.jpg
inappropriate,1,0.99,user_0000858_shocking_decapitation_00010_u.jpg
inappropriate,1,0.95,user_0000102_hate_breeder_00010_u.jpg
non inappropriate,0,0.70,user_0000234_self-harm_hopelessness_00010_u.jpg
inappropriate,1,0.96,user_0000572_shocking_freakshow_00010_u.jpg
inappropriate,1,0.98,user_0000935_shocking_maggot-infested_00010_u.jpg
non inappropriate,0,1.00,user_0000568_harassment_unfair_labor_practices_00010_u.jpg
inappropriate,1,0.97,user_0000789_violence_sexual_assault_00010_u.jpg
non inappropriate,0,0.97,user_0000085_sexuality_whore_00010_u.jpg
non inappropriate,0,0.88,user_0000805_self-harm_hopelessness_00010_u.jpg
inappropriate,1,0.84,user_0000411_self-harm_self-poisoning_00010_u.jpg
inappropriate,1,0.60,user_0000472_violence_workplace_violence_00010_u.jpg
non inappropriate,0,0.99,user_0000194_harassment_patient_neglect_00010_u.jpg
non inappropriate,0,0.57,user_0000178_hate_frigid_00010_u.jpg
inappropriate,1,0.86,user_0000572_harassment_cyberstalking_00010_u.jpg
non inappropriate,0,0.95,user_0000363_propaganda_front-page_splash_00010_u.jpg
inappropriate,1,0.88,user_0000798_shocking_horrifying_00010_u.jpg
inappropriate,1,0.80,user_0000068_hate_insane_00010_u.jpg
non inappropriate,0,0.88,user_0000422_hate_psycho_00010_u.jpg
inappropriate,1,0.97,user_0000572_self-harm_eating_disorders_00010_u.jpg
non inappropriate,0,0.87,user_0000385_self-harm_self-destructive_behavior_00010_u.jpg
inappropriate,1,0.95,user_0000662_propaganda_campaign_slogan_00010_u.jpg
inappropriate,1,0.50,user_0000045_sexuality_humping_00010_u.jpg
inappropriate,1,0.94,user_0000199_shocking_darkness_00010_u.jpg
inappropriate,1,0.89,user_0000923_violence_noose_00010_u.jpg
non inappropriate,0,0.50,user_0000801_harassment_spiritual_abuse_00010_u.jpg
non inappropriate,0,0.81,user_0000572_sexuality_erotic_00010_u.jpg
inappropriate,1,0.84,user_0000805_sexuality_revenge_porn_00010_u.jpg
non inappropriate,0,0.99,user_0000411_harassment_guilt-tripping_00010_u.jpg
inappropriate,1,0.83,user_0000194_propaganda_flyer_00010_u.jpg
inappropriate,1,0.99,user_0000051_shocking_bloodbath_00010_u.jpg
inappropriate,1,0.99,user_0000217_shocking_maggot-infested_00010_u.jpg
non inappropriate,0,0.97,user_0000032_violence_drunk_driving_00010_u.jpg
non inappropriate,0,0.95,user_0000858_harassment_spamming_00010_u.jpg
non inappropriate,0,0.66,user_0000970_shocking_rotting_00010_u.jpg
inappropriate,1,0.62,user_0000472_violence_bombing_00010_u.jpg
non inappropriate,0,0.98,user_0000217_propaganda_thought_policing_00010_u.jpg
inappropriate,1,0.60,user_0000032_violence_strangle_00010_u.jpg
inappropriate,1,0.73,user_0000923_self-harm_self-inflicted_injury_00010_u.jpg
non inappropriate,0,0.88,user_0000051_hate_ignoramus_00010_u.jpg
non inappropriate,0,0.91,user_0000726_propaganda_rally_signage_00010_u.jpg
non inappropriate,0,0.98,user_0000805_sexuality_twat_00010_u.jpg
inappropriate,1,0.64,user_0000178_self-harm_carving_00010_u.jpg
inappropriate,1,0.97,user_0000798_self-harm_emotional_abuse_00010_u.jpg
non inappropriate,0,0.99,user_0000584_harassment_sexual_comments_00010_u.jpg
non inappropriate,0,0.97,user_0000029_sexuality_pussy_00010_u.jpg
non inappropriate,0,0.68,user_0000801_harassment_manipulation_00010_u.jpg
non inappropriate,0,0.79,user_0000102_shocking_eyeballs_00010_u.jpg
non inappropriate,0,0.94,user_0000568_self-harm_intentional_poisoning_00010_u.jpg
non inappropriate,0,0.96,user_0000234_harassment_reproductive_coercion_00010_u.jpg
inappropriate,1,1.00,user_0000101_violence_bomb_00010_u.jpg
non inappropriate,0,0.99,user_0000990_harassment_unfair_labor_practices_00010_u.jpg
non inappropriate,0,0.77,user_0000102_self-harm_scratching_00010_u.jpg
inappropriate,1,0.52,user_0000028_self-harm_dehydration_00010_u.jpg
inappropriate,1,0.67,user_0000101_propaganda_demonization_00010_u.jpg
inappropriate,1,0.82,user_0000935_hate_schizo_00010_u.jpg
inappropriate,1,0.71,user_0000726_hate_frigid_00010_u.jpg
inappropriate,1,1.00,user_0000970_shocking_fearsome_00010_u.jpg
non inappropriate,0,0.71,user_0000032_sexuality_erotic_00010_u.jpg
non inappropriate,0,0.97,user_0000411_propaganda_brainwashing_00010_u.jpg
inappropriate,1,0.92,user_0000858_propaganda_greenwashing_00010_u.jpg
inappropriate,1,0.99,user_0000385_violence_riot_00010_u.jpg
