non inappropriate,0,0.92,0004680.jpg
non inappropriate,0,0.90,0001815.jpg
inappropriate,1,0.71,0004129.jpg
non inappropriate,0,0.75,0003680.jpg
non inappropriate,0,0.56,0002193.jpg
inappropriate,1,0.70,0000745.jpg
inappropriate,1,0.92,0000027.jpg
non inappropriate,0,0.83,0000066.jpg
inappropriate,1,0.90,0000860.jpg
non inappropriate,0,0.61,0000390.jpg
non inappropriate,0,0.96,0001592.jpg
inappropriate,1,0.94,0000642.jpg
non inappropriate,0,0.97,0004144.jpg
non inappropriate,0,0.52,0001910.jpg
inappropriate,1,0.70,0000342.jpg
non inappropriate,0,0.89,0000453.jpg
inappropriate,1,0.91,0000457.jpg
inappropriate,1,0.85,0000981.jpg
non inappropriate,0,0.99,0004530.jpg
non inappropriate,0,0.71,0001788.jpg
non inappropriate,0,0.78,0004607.jpg
non inappropriate,0,0.93,0003371.jpg
non inappropriate,0,0.99,0003225.jpg
non inappropriate,0,0.98,0001884.jpg
non inappropriate,0,0.82,0003013.jpg
non inappropriate,0,0.52,0004021.jpg
inappropriate,1,0.78,0002940.jpg
non inappropriate,0,0.60,0003480.jpg
non inappropriate,0,0.94,0004587.jpg
non inappropriate,0,0.96,0002764.jpg
non inappropriate,0,0.93,0002329.jpg
inappropriate,1,0.73,0002126.jpg
inappropriate,1,0.84,0000097.jpg
non inappropriate,0,0.77,0003646.jpg
non inappropriate,0,0.97,0003419.jpg
inappropriate,1,0.60,0004141.jpg
inappropriate,1,0.79,0003375.jpg
non inappropriate,0,0.90,0002951.jpg
non inappropriate,0,0.63,0003317.jpg
non inappropriate,0,1.00,0001957.jpg
inappropriate,1,0.93,0000320.jpg
non inappropriate,0,0.58,0004593.jpg
non inappropriate,0,0.87,0002754.jpg
inappropriate,1,0.90,0000333.jpg
inappropriate,1,0.80,0000284.jpg
non inappropriate,0,1.00,0003894.jpg
non inappropriate,0,0.55,0001340.jpg
non inappropriate,0,0.79,0002886.jpg
non inappropriate,0,0.90,0003148.jpg
inappropriate,1,0.99,0004578.jpg
non inappropriate,0,0.81,0001436.jpg
non inappropriate,0,0.95,0001798.jpg
inappropriate,1,0.82,0004178.jpg
inappropriate,1,0.82,0003518.jpg
non inappropriate,0,0.80,0004341.jpg
non inappropriate,0,0.60,0002991.jpg
non inappropriate,0,0.58,0003912.jpg
non inappropriate,0,0.67,0002010.jpg
inappropriate,1,0.82,0002686.jpg
non inappropriate,0,0.87,0002756.jpg
inappropriate,1,0.80,0003003.jpg
non inappropriate,0,0.93,0003429.jpg
non inappropriate,0,0.60,0002528.jpg
non inappropriate,0,0.88,0001679.jpg
inappropriate,1,0.60,0001825.jpg
inappropriate,1,0.98,0000018.jpg
inappropriate,1,0.99,0001445.jpg
non inappropriate,0,0.79,0001394.jpg
non inappropriate,0,1.00,0002513.jpg
non inappropriate,0,0.85,0002640.jpg
non inappropriate,0,0.89,0003649.jpg
inappropriate,1,0.53,0001440.jpg
non inappropriate,0,0.80,0000410.jpg
non inappropriate,0,0.96,0002089.jpg
non inappropriate,0,0.93,0002553.jpg
non inappropriate,0,0.94,0002173.jpg
non inappropriate,0,0.82,0004678.jpg
inappropriate,1,0.80,0000338.jpg
non inappropriate,0,0.99,0000478.jpg
inappropriate,1,0.74,0002817.jpg
non inappropriate,0,0.74,0001978.jpg
non inappropriate,0,1.00,0002069.jpg
non inappropriate,0,1.00,0002744.jpg
non inappropriate,0,0.99,0002318.jpg
non inappropriate,0,0.99,0000466.jpg
non inappropriate,0,0.99,0003226.jpg
non inappropriate,0,0.72,0003553.jpg
inappropriate,1,0.74,0002474.jpg
inappropriate,1,0.63,0000177.jpg
non inappropriate,0,0.90,0001914.jpg
non inappropriate,0,0.65,0004380.jpg
inappropriate,1,1.00,0004671.jpg
inappropriate,1,0.54,0001135.jpg
non inappropriate,0,0.59,0001938.jpg
